O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
2710657,60001,F,116017.55,1993-06-07,5-LOW,Clerk#000000047,0, slyly enticing instructions. furiously express ,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
2719235,60059,O,41826.22,1996-08-29,4-NOT SPECIFIED,Clerk#000000112,0,e furiously quickly final p,60059,Customer#000060059,"dZISBokE9NWaz13 b5WbOHrd8DifA,e2yict0",24,34-348-323-9173,2337.46,HOUSEHOLD,"ndencies. excuses sleep. quickly daring dugouts cajole furiously. carefully final accounts across the final, bold"
2722881,60095,O,57526.61,1996-03-17,4-NOT SPECIFIED,Clerk#000000827,0,losely even requests integrate fur,60095,Customer#000060095,l0naPeKkvczoTZQNV,4,14-354-219-5412,810.00,HOUSEHOLD," furiously. furiously unusual instructions detect carefully. final, final accounts affix carefully pending in"
2725284,60055,O,226421.89,1998-04-21,3-MEDIUM,Clerk#000000468,0,out the blithely regular theodoli,60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
2735780,60085,F,174345.57,1994-07-11,1-URGENT,Clerk#000000644,0,"express, final accounts. furiously final depos",60085,Customer#000060085,zT3KxXIO d,19,29-726-930-4080,7957.74,MACHINERY,hely unusual orbits. furiously ironic courts cajole. slyly even theodolites sleep quickly silent
2743239,60064,F,174502.03,1994-05-31,5-LOW,Clerk#000000541,0,"st the pending, silent packages. furiously ironic deposits n",60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
2757734,60046,F,33121.97,1994-02-17,4-NOT SPECIFIED,Clerk#000000032,0,olites. slyly ironic requests wake slyly. fluffily idle deposits ,60046,Customer#000060046,VnzEPMAo8c9UxMI6,20,30-318-671-3782,1022.57,AUTOMOBILE, carefully unusual packages boost carefully across the furious
2768070,60083,F,212132.94,1994-03-13,5-LOW,Clerk#000000287,0, integrate blithely across the final ,60083,Customer#000060083,"9MS,Ga67eiTauESHzSMGleXPP",12,22-811-334-7808,8430.43,FURNITURE,ly pending requests: furiously ironic deposits ca
2777986,60025,F,212334.02,1995-02-23,3-MEDIUM,Clerk#000000196,0,uriously along the carefully even requests,60025,Customer#000060025,fHgT5BscCU4NDQzn,22,32-222-885-5210,7296.15,MACHINERY, pains cajole slyly permanently regular deposits. carefully ruthless packages sleep. even excuses nag slyly!
2786178,60038,F,174607.65,1994-03-26,5-LOW,Clerk#000000281,0,ajole carefully. qu,60038,Customer#000060038, FBvBksLyQsKovVujfq8XQ,7,17-472-497-4468,2771.18,HOUSEHOLD,"g ideas about the express, special asymptotes wake fluffily special, bold asymptotes. blithel"
2789478,60097,F,101209.73,1994-08-05,1-URGENT,Clerk#000000987,0,"sts. instructions sleep blithely silent, regular platelets.",60097,Customer#000060097,I55jg art2HQL8YEHwh8FgEx,21,31-526-630-1617,1626.61,FURNITURE,. even asymptotes sleep even dependencies. blithely pending depo
2790816,60053,O,180826.64,1997-09-25,1-URGENT,Clerk#000000657,0,uests are carefully slyly reg,60053,Customer#000060053,wb0gteUavl1MPAHwiM,0,10-684-354-3580,6515.51,FURNITURE,ly courts. fluffy packages wake furiously alongside of the always unusual dep
2803235,60010,O,28898.62,1995-04-28,4-NOT SPECIFIED,Clerk#000000333,0,g sheaves. sly packages sleep slyly. slyly bold acc,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
2810275,60094,O,132042.35,1996-05-07,4-NOT SPECIFIED,Clerk#000000801,0,ages haggle ironically. slyly ironic instructions wake blithely re,60094,Customer#000060094,MkoqzelPE 8kI,12,22-809-331-1348,-408.23,AUTOMOBILE,ges cajole slyly express dependencies. quickly special accounts are slyly against the furiously re
2827427,60076,F,34539.17,1992-08-30,5-LOW,Clerk#000000085,0,"ng to the regular, even packages. unusual instructions h",60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
2831653,60070,O,122285.70,1995-08-02,3-MEDIUM,Clerk#000000274,0,dolites. fluffy accounts ar,60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
2837219,60092,O,167692.69,1996-08-24,5-LOW,Clerk#000001000,0,e fluffily express theodolites sleep ,60092,Customer#000060092,7HlwD5NMv4G1iaQGEN3,3,13-875-733-5313,6711.67,AUTOMOBILE, even accounts cajole furiously. furiously unusua
2852165,60040,F,57981.67,1992-09-09,1-URGENT,Clerk#000000046,0,ffily even waters. slyly even dep,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
2858850,60005,F,85624.93,1993-12-04,2-HIGH,Clerk#000000225,0,closely express packages are ,60005,Customer#000060005,"1F3KM3ccEXEtI, B22XmCMOWJMl",12,22-741-208-1316,2504.74,MACHINERY,express instructions sleep quickly. ironic braids cajole furiously fluffily p
2873216,60013,O,286832.94,1997-04-05,2-HIGH,Clerk#000000716,0,ily. express accounts use even in,60013,Customer#000060013,i3t71FC4ucTs8fIEfmPwJky,0,10-394-817-3861,-485.69,MACHINERY,ecial foxes are blithely fluffily even pinto beans. ironic accounts boost. blithely regular packages h
2878756,60011,O,205967.52,1996-04-15,2-HIGH,Clerk#000000557,0,lites solve slyly. excuses dete,60011,Customer#000060011,"Y GqUG1QEdWr8 zkApzAXLkjOe,XMnJvV6,",8,18-421-991-6811,3422.48,BUILDING,se carefully even deposits. carefully pending requests cajole furiously p
2879171,60011,P,195716.81,1995-03-28,1-URGENT,Clerk#000000547,0,as. carefully silent package,60011,Customer#000060011,"Y GqUG1QEdWr8 zkApzAXLkjOe,XMnJvV6,",8,18-421-991-6811,3422.48,BUILDING,se carefully even deposits. carefully pending requests cajole furiously p
2882691,60071,O,205365.62,1996-12-26,2-HIGH,Clerk#000000747,0,posits sleep furiously quickly ex,60071,Customer#000060071,5OpD50GLeQCOEfSwMIGK2Ex111bsESvygAzj,1,11-933-273-2627,7050.68,FURNITURE,"fily ironic accounts haggle blithely. regular, final requests engage "
2884324,60068,O,260931.07,1997-08-16,1-URGENT,Clerk#000000815,0,ld deposits. slyly express requests after the carefully unusu,60068,Customer#000060068,"nXabPtwJBxlxb,0edpFf",23,33-906-135-1500,4492.81,HOUSEHOLD,uriously even accounts use furiously carefully ironic pack
2895910,60056,O,235303.65,1997-02-03,3-MEDIUM,Clerk#000000865,0,"riously even courts across the even, even depende",60056,Customer#000060056,"2lvoe8n8b1,PJ0i3Jq9ZKeL7rH9Fahsui36",3,13-221-847-3701,8880.28,BUILDING,fully furiously even deposits. final accounts nag
2912416,60089,O,64700.67,1997-06-17,3-MEDIUM,Clerk#000000061,0, idle realms. slyly final packages haggle blithely after the blithe,60089,Customer#000060089,2i2cZd4bGay4WBf9mvy,13,23-670-811-2493,9849.12,BUILDING, quickly ironic accounts. slyly regular pinto beans wake blithely unusual foxes. slyly permanent foxe
2915910,60026,O,14243.38,1995-12-30,4-NOT SPECIFIED,Clerk#000000119,0,"ainst the regular, regular requests hinder furio",60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
2934818,60052,F,53057.98,1994-11-16,5-LOW,Clerk#000000643,0,pecial pinto beans maintain,60052,Customer#000060052,"jygrlXgrjEIaVsH14eKreo,ldCsK",16,26-331-160-8399,4515.17,HOUSEHOLD,"pecial deposits sleep. bold, special accounts haggle ironically slyly even packages. blithely pending packages are"
2935713,60047,F,113348.65,1995-02-12,2-HIGH,Clerk#000000922,0,onic packages. carefully unusual accounts above the ,60047,Customer#000060047,"FETxgdO1 Nn,HkjnlMNx3dvUrM4qMlf",2,12-721-745-5342,2264.76,HOUSEHOLD,nding accounts sleep furiously c
2950210,60095,F,161485.33,1992-02-19,5-LOW,Clerk#000000486,0,y regular accounts about the slyly final deposits use carefully above ,60095,Customer#000060095,l0naPeKkvczoTZQNV,4,14-354-219-5412,810.00,HOUSEHOLD," furiously. furiously unusual instructions detect carefully. final, final accounts affix carefully pending in"
2950211,60055,F,310334.81,1992-06-12,4-NOT SPECIFIED,Clerk#000000128,0, ironic ideas. unusual theodolites sublate slyly alongsid,60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
2951105,60017,O,59002.49,1998-07-03,2-HIGH,Clerk#000000807,0,usly. furiously ironic packages detect furiously. furiously close packag,60017,Customer#000060017,kBV62efx6B6Iw2VsRxqEr1sKQ,1,11-139-952-4191,3653.17,AUTOMOBILE,inal packages. ironic dinos cajole against the care
2952066,60019,O,59465.14,1996-01-03,4-NOT SPECIFIED,Clerk#000000629,0, furiously alongsid,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
2959042,60049,F,215370.47,1992-06-12,5-LOW,Clerk#000000374,0,nt requests. ruthless deposits are slyly ,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
2971232,60028,F,136898.21,1993-09-27,2-HIGH,Clerk#000000744,0,"quietly unusual, final accounts. sometimes final deposits b",60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
2971427,60088,F,112160.21,1992-03-17,1-URGENT,Clerk#000000541,0,ully. furiously bold deposits wake carefully final ,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
2973508,60032,O,43215.43,1996-11-12,2-HIGH,Clerk#000000937,0,"s haggle furiously. even, exp",60032,Customer#000060032,ODYUHV1 EEwTKPxjqraz8Qj 7,16,26-327-503-7376,2896.86,MACHINERY,"ecial, final asymptotes. quickly brave "
2975173,60070,O,166708.59,1995-09-09,5-LOW,Clerk#000000330,0,"he packages. pending, unusual theodolites according to the slyly",60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
2987746,60023,F,13272.79,1994-09-29,1-URGENT,Clerk#000000150,0,carefully bold ideas according to the final foxes kindle ,60023,Customer#000060023,"xW88V4b5xKDArlo0qP,z XmrcQ R",21,31-806-887-2010,-12.97,MACHINERY, the fluffily final somas. ideas haggle above the quickly final requ
2991201,60082,O,148453.19,1996-11-09,1-URGENT,Clerk#000000762,0,bold frets integrate slyly. regular Tiresias aft,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
2993411,60058,F,142011.37,1992-12-03,2-HIGH,Clerk#000000861,0,counts. quickly bold instructions sleep benea,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
2996966,60061,F,51628.16,1993-12-15,4-NOT SPECIFIED,Clerk#000000776,0,"onic, bold deposits? carefully e",60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
5401541,60056,F,128476.35,1994-09-21,1-URGENT,Clerk#000000380,0, the carefully ironic deposits. fluffily re,60056,Customer#000060056,"2lvoe8n8b1,PJ0i3Jq9ZKeL7rH9Fahsui36",3,13-221-847-3701,8880.28,BUILDING,fully furiously even deposits. final accounts nag
5405445,60019,F,67361.60,1995-02-12,2-HIGH,Clerk#000000945,0,e blithely fluffily ironic depos,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
5412838,60073,F,69652.08,1992-04-26,1-URGENT,Clerk#000000245,0,s shall wake above the b,60073,Customer#000060073,eo4xUXOM4rx2WP3nEdXZzhBzRFC7oZZ,9,19-269-905-4200,731.03,MACHINERY,xpress requests. blithely special pinto beans x-ray fluffily along the furiously special dolphins. blithely final th
5415622,60088,F,190682.62,1992-04-09,2-HIGH,Clerk#000000570,0,ely even requests cajole fu,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
5419906,60064,F,209167.73,1995-02-04,2-HIGH,Clerk#000000498,0,kly along the bold deposits. ideas boost blithely quickly final deposits,60064,Customer#000060064,mAUZ1TMU3IZZlVrL1azR dfua8WLHay4QzMOrR5,9,19-918-643-8328,8026.04,AUTOMOBILE,pecial accounts among the fluffily even packages n
5424258,60007,O,175799.20,1997-06-17,3-MEDIUM,Clerk#000000775,0,bout the furiously pending requests nag furio,60007,Customer#000060007,"sp6KJmx,TiSWbMPvhkQwFwTuhSi4a5OLNImpcGI",12,22-491-919-9470,6017.17,FURNITURE,bold packages. regular sheaves mold. blit
5429216,60091,O,125083.85,1995-11-12,3-MEDIUM,Clerk#000000977,0,nic packages sleep. blithely ironic foxes are carefully bli,60091,Customer#000060091,"RKrW9,uKOmAqJVIt5",22,32-987-142-9547,9919.95,BUILDING,ake fluffily ironic dolphins. f
5430594,60058,F,199198.14,1992-12-25,5-LOW,Clerk#000000167,0,sits wake furiously. sheave,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
5441255,60076,F,270269.42,1994-04-06,1-URGENT,Clerk#000000837,0,"arefully ironic requests. silent, silent accounts cajole. ironic, special e",60076,Customer#000060076,L8fTINc0fbWJ,20,30-402-978-3763,3040.10,MACHINERY,"kly final packages. unusual, even foxes after the even, regu"
5441442,60035,O,208272.87,1998-03-04,1-URGENT,Clerk#000000526,0,kages against the excuses wake c,60035,Customer#000060035,"pNlmNfCzO8VyidrSxb1,xLDVe72pA8AaSgjM",13,23-458-688-7730,7189.50,MACHINERY,"ular pinto beans thrash after the instructions. bold, express dolphins affix. blithely regular attainments use furi"
5448643,60002,O,59737.10,1995-05-29,3-MEDIUM,Clerk#000000751,0,y pending foxes. carefully ironic pinto beans are furiou,60002,Customer#000060002,ThGBMjDwKzkoOxhz,15,25-782-500-8435,742.46,BUILDING, beans. fluffily regular packages
5462852,60061,F,137817.37,1995-01-11,5-LOW,Clerk#000000110,0,"egular accounts. even, regular",60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
5465120,60100,F,205910.46,1993-01-10,1-URGENT,Clerk#000000464,0,al instructions dazzle ,60100,Customer#000060100,9CZqojrnLk ZY,16,26-775-586-4254,-5.85,HOUSEHOLD,y doggedly ironic theodolites. caref
5480101,60089,F,291434.40,1995-01-20,5-LOW,Clerk#000000741,0,"al, final ideas affix quic",60089,Customer#000060089,2i2cZd4bGay4WBf9mvy,13,23-670-811-2493,9849.12,BUILDING, quickly ironic accounts. slyly regular pinto beans wake blithely unusual foxes. slyly permanent foxe
5480225,60004,F,172428.93,1992-03-06,4-NOT SPECIFIED,Clerk#000000914,0,uriously special requests according to the final foxes boost ,60004,Customer#000060004,"NivCT2RVaavl,yUnKwBjDyMvB42WayXCnky",10,20-573-674-7999,7975.22,AUTOMOBILE, furiously above the ironic packages. slyly brave ideas boost. final platelets detect according to the ironi
5489478,60023,O,314552.25,1998-02-16,1-URGENT,Clerk#000000490,0,ng the even deposits cajole furiously theodolites. daringly fin,60023,Customer#000060023,"xW88V4b5xKDArlo0qP,z XmrcQ R",21,31-806-887-2010,-12.97,MACHINERY, the fluffily final somas. ideas haggle above the quickly final requ
5501574,60016,O,125538.32,1996-01-14,2-HIGH,Clerk#000000814,0,structions. carefully enticing theodolites above the blithely ir,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
5519138,60028,O,296273.87,1996-07-23,5-LOW,Clerk#000000510,0,phs haggle furiously furiou,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
5520997,60049,F,19166.31,1992-05-02,3-MEDIUM,Clerk#000000311,0,ickly express waters sleep slyly ironic accounts,60049,Customer#000060049,2ST732JS cryl ,9,19-228-258-6362,2128.83,BUILDING,"es: express pinto beans wake across the carefully dogged dependencies. express, final ideas a"
5521472,60085,F,67928.95,1992-08-07,1-URGENT,Clerk#000000469,0, ironic instructions sleep blithely according to the careful,60085,Customer#000060085,zT3KxXIO d,19,29-726-930-4080,7957.74,MACHINERY,hely unusual orbits. furiously ironic courts cajole. slyly even theodolites sleep quickly silent
5525095,60082,O,270154.37,1997-04-11,5-LOW,Clerk#000000446,0,ely express theodolites about the c,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
5530596,60010,F,156386.17,1992-02-09,1-URGENT,Clerk#000000079,0,gular accounts use f,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
5533127,60031,F,95524.74,1992-06-27,3-MEDIUM,Clerk#000000665,0,"pendencies. furiously even sentiments alongside of the final,",60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
5536003,60026,F,24950.43,1994-01-14,4-NOT SPECIFIED,Clerk#000000594,0,eas promise blithely carefully thin platelets. s,60026,Customer#000060026,",ltdh6LPkAX01E,y8r9",21,31-774-338-9389,7508.13,FURNITURE,quests nag quickly. slyly unusual deposits after the blithely i
5538496,60052,O,293920.80,1998-07-21,4-NOT SPECIFIED,Clerk#000000588,0,ial multipliers sleep furiously above the even foxes. carefully regular p,60052,Customer#000060052,"jygrlXgrjEIaVsH14eKreo,ldCsK",16,26-331-160-8399,4515.17,HOUSEHOLD,"pecial deposits sleep. bold, special accounts haggle ironically slyly even packages. blithely pending packages are"
5548289,60040,F,269980.56,1994-12-03,2-HIGH,Clerk#000000594,0,ays. carefully special theodolites haggle quickly,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
5550179,60071,F,138994.19,1993-07-01,2-HIGH,Clerk#000000819,0, sleep carefully; special ideas haggle slyly ,60071,Customer#000060071,5OpD50GLeQCOEfSwMIGK2Ex111bsESvygAzj,1,11-933-273-2627,7050.68,FURNITURE,"fily ironic accounts haggle blithely. regular, final requests engage "
5557700,60055,F,149180.90,1994-08-26,5-LOW,Clerk#000000232,0,"nto beans haggle unusual, re",60055,Customer#000060055,XkEd61ySvE933LKafILNEH SkdC36eftDuo4Yji,10,20-477-978-6479,3725.35,MACHINERY,ctions print slyly furiously regular asymptotes. quickly special theodolites
5560675,60025,F,88017.24,1995-03-07,1-URGENT,Clerk#000000114,0,"eposits. regular, special accounts according t",60025,Customer#000060025,fHgT5BscCU4NDQzn,22,32-222-885-5210,7296.15,MACHINERY, pains cajole slyly permanently regular deposits. carefully ruthless packages sleep. even excuses nag slyly!
5563940,60095,F,85598.00,1994-11-09,4-NOT SPECIFIED,Clerk#000000434,0, along the furiously ,60095,Customer#000060095,l0naPeKkvczoTZQNV,4,14-354-219-5412,810.00,HOUSEHOLD," furiously. furiously unusual instructions detect carefully. final, final accounts affix carefully pending in"
5566980,60010,F,108890.24,1994-10-22,4-NOT SPECIFIED,Clerk#000000573,0, regular deposits use across the carefully bo,60010,Customer#000060010,c4vEEaV1tdqLdw2oVuXp BN,21,31-677-809-6961,3497.91,HOUSEHOLD,"fter the quickly silent requests. slyly special theodolites along the even, even requests boos"
5576196,60001,O,48216.40,1995-11-03,5-LOW,Clerk#000000550,0,ithely special theodolit,60001,Customer#000060001,9Ii4zQn9cX,14,24-678-784-9652,9957.56,HOUSEHOLD,l theodolites boost slyly at the platelets: permanently ironic packages wake slyly pend
5606178,60011,O,129456.98,1997-06-22,1-URGENT,Clerk#000000681,0,ual packages engage blithely about the carefu,60011,Customer#000060011,"Y GqUG1QEdWr8 zkApzAXLkjOe,XMnJvV6,",8,18-421-991-6811,3422.48,BUILDING,se carefully even deposits. carefully pending requests cajole furiously p
5606306,60098,O,215486.26,1996-09-02,2-HIGH,Clerk#000000664,0, blithely regular foxes according to the furiously regular platelets detect ,60098,Customer#000060098,"2y,ZeGm0u0 LYJ7waqsZkmWqmU8vn",0,10-972-910-3772,1449.68,AUTOMOBILE,al requests; packages cajole accounts; idly even accounts are. special reques
5628737,60025,F,86754.54,1994-04-18,1-URGENT,Clerk#000000272,0,ding excuses. ideas haggle along the bl,60025,Customer#000060025,fHgT5BscCU4NDQzn,22,32-222-885-5210,7296.15,MACHINERY, pains cajole slyly permanently regular deposits. carefully ruthless packages sleep. even excuses nag slyly!
5629797,60019,F,272598.48,1993-09-03,2-HIGH,Clerk#000000080,0,haggle. blithely silent platelets cajole carefully according to the blithely ,60019,Customer#000060019,kSI6njhnR ApXo031vtmCAaXo,1,11-624-666-9689,3444.77,MACHINERY,ncies. blithely silent gifts above the carefully 
5635811,60094,O,189550.79,1996-03-11,2-HIGH,Clerk#000000262,0,foxes. regular instructions wake quick,60094,Customer#000060094,MkoqzelPE 8kI,12,22-809-331-1348,-408.23,AUTOMOBILE,ges cajole slyly express dependencies. quickly special accounts are slyly against the furiously re
5636513,60013,F,1053.19,1993-01-28,3-MEDIUM,Clerk#000000367,0,"ully about the furiously regular theodolites. even, ",60013,Customer#000060013,i3t71FC4ucTs8fIEfmPwJky,0,10-394-817-3861,-485.69,MACHINERY,ecial foxes are blithely fluffily even pinto beans. ironic accounts boost. blithely regular packages h
5640320,60082,O,237817.44,1997-03-02,4-NOT SPECIFIED,Clerk#000000437,0,thely final ideas. unusual dolphins affix fluffily.,60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
5658277,60074,F,232418.43,1994-01-22,3-MEDIUM,Clerk#000000439,0, pinto beans use carefully regular requests. regula,60074,Customer#000060074,"iSYTpN9,YZnCxj8L",1,11-891-864-7463,8364.34,FURNITURE,ording to the blithely final requests. carefully even packages wake blit
5661954,60070,F,134585.81,1993-11-14,1-URGENT,Clerk#000000275,0,accounts wake across th,60070,Customer#000060070,QzLuEO1eycweThJRdA4p3gl92,12,22-662-740-1529,-726.59,HOUSEHOLD,ependencies above the slyly ironic accounts use furiously regular packages. furiously pe
5666080,60016,F,46114.70,1994-04-26,5-LOW,Clerk#000000275,0,ss pinto beans integrate among the regular requests. special pinto beans ac,60016,Customer#000060016,"i5JCEL8FRYSLvOs1Lkqn30a,1jherLDP",2,12-259-973-3236,4480.97,HOUSEHOLD,"ongside of the final, pending dolphins? final theodolites ha"
5669732,60008,F,178029.41,1993-01-22,1-URGENT,Clerk#000000361,0,ironic ideas. carefully fina,60008,Customer#000060008,3VteHZYOfbgQioA96tUeL0R7i,2,12-693-562-7122,5621.44,AUTOMOBILE,"nal courts. carefully regular Tiresias lose quickly unusual packages. regular, bold i"
5670469,60040,F,254041.58,1994-08-08,4-NOT SPECIFIED,Clerk#000000060,0,nal accounts play blithely furiously express,60040,Customer#000060040,7h5ewM0d9iNA,4,14-208-209-8223,3446.78,MACHINERY,"ronic platelets. unusual, final foxes"
5686592,60061,F,278948.40,1994-05-01,5-LOW,Clerk#000000149,0,ic requests integrate sly,60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
5687939,60028,F,273585.73,1992-04-22,5-LOW,Clerk#000000994,0,thely! grouches above the furiously special frets are ,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
5712707,60028,O,118042.48,1998-01-08,4-NOT SPECIFIED,Clerk#000000260,0,. ironic theodolites again,60028,Customer#000060028,qoxXSl3gyR5EnAsp,6,16-234-762-4451,3494.99,FURNITURE,e the quickly unusual theodolites cajole slyly blithely r
5712736,60025,F,208622.54,1992-10-02,4-NOT SPECIFIED,Clerk#000000505,0,ounts mold furiously after the furiously unusual packages: ,60025,Customer#000060025,fHgT5BscCU4NDQzn,22,32-222-885-5210,7296.15,MACHINERY, pains cajole slyly permanently regular deposits. carefully ruthless packages sleep. even excuses nag slyly!
5729671,60067,O,91625.09,1998-01-30,1-URGENT,Clerk#000000489,0,old blithely across the fin,60067,Customer#000060067,"LC9126Kz5Xl5yGn5Wz3E,JJeBeFMiB",4,14-490-596-5723,1874.19,HOUSEHOLD,ts wake alongside of the carefully silent pinto beans. slyly ironic decoys cajole quickly. qu
5734534,60058,O,113747.85,1997-04-06,3-MEDIUM,Clerk#000000712,0,ithely final requests wake blithely regular ,60058,Customer#000060058,"X9NS,0Ddki",23,33-146-680-6559,6672.12,MACHINERY,ess requests. special requests wake blit
5740165,60088,O,147310.33,1996-07-11,5-LOW,Clerk#000000057,0,ly regular waters wake: blithely unusual asymptotes sleep blit,60088,Customer#000060088,xllgZf63jONKni,20,30-896-444-2387,312.90,AUTOMOBILE,ly. blithely regular asymptotes use after the dep
5745124,60061,F,154898.54,1994-03-15,3-MEDIUM,Clerk#000000090,0,fully ironic dependencies. furiously even foxes wake furiously alongside of ,60061,Customer#000060061,vYxaVWbpszoT8qQBdaizgWRSQGe,14,24-289-526-7060,5349.63,BUILDING,onic foxes nag blithely slyly express foxes. blithely fina
5749507,60031,F,138368.39,1992-03-17,4-NOT SPECIFIED,Clerk#000000919,0,ackages. furiously pending excuses along the blithely regular pinto bean,60031,Customer#000060031,RsGAZJyxQopaxWfk5,8,18-381-736-7702,6765.74,FURNITURE,cial deposits. ironic requests across the iro
5755810,60052,F,186476.55,1992-01-30,5-LOW,Clerk#000001000,0,ackages. deposits haggle carefully regular requests. furiously special ,60052,Customer#000060052,"jygrlXgrjEIaVsH14eKreo,ldCsK",16,26-331-160-8399,4515.17,HOUSEHOLD,"pecial deposits sleep. bold, special accounts haggle ironically slyly even packages. blithely pending packages are"
5756263,60037,O,141363.33,1996-05-20,5-LOW,Clerk#000000234,0,ully requests. fluffily brave theodolites sleep bl,60037,Customer#000060037,CwMXJOZEIpfMBG Ou8i,4,14-558-867-3263,1032.42,MACHINERY," regular, slow asymptotes cajole carefully after the even packages. regular ex"
5760038,60097,O,95519.27,1998-01-09,5-LOW,Clerk#000000140,0,beans nag blithely. slyly final asymptotes above the furiously even multip,60097,Customer#000060097,I55jg art2HQL8YEHwh8FgEx,21,31-526-630-1617,1626.61,FURNITURE,. even asymptotes sleep even dependencies. blithely pending depo
